0.00,34255914.77,96.59,0.00,96.59,0.00,0.00,21144454.55,96.59,0.00,0.00,0.00,109.09,0.00,0.00,0.00,96.59,0.00,0.00,0.00,72.73,0.00,0.00,0.00,36.36,0.00,18.18,9.09
34256740.91,0.00,34255545.45,272.73,0.00,272.73,0.00,0.00,19666636.36,272.73,0.00,0.00,0.00,109.09,0.00,0.00,0.00,272.73,0.00,0.00,0.00,72.73,0.00,0.00,0.00,36.36,0.00,18.18
22.73,34256463.64,0.00,34255914.77,0.00,0.00,0.00,0.00,0.00,19666636.36,0.00,0.00,0.00,0.00,109.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.73,0.00,0.00,0.00,36.36,0.00
4.55,290.91,34256736.36,0.00,34255545.45,0.00,0.00,272.73,0.00,0.00,19666636.36,272.73,0.00,0.00,0.00,109.09,0.00,0.00,0.00,272.73,0.00,0.00,0.00,72.73,0.00,0.00,0.00,36.36
40.91,0.00,18.18,34256463.64,0.00,34255914.77,96.59,0.00,0.00,0.00,0.00,19666636.36,0.00,0.00,0.00,0.00,109.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.73,0.00,0.00,0.00
0.00,309.09,0.00,18.18,34256740.91,0.00,34255545.45,272.73,0.00,0.00,0.00,0.00,19666636.36,272.73,0.00,0.00,0.00,109.09,0.00,0.00,0.00,272.73,0.00,0.00,0.00,72.73,0.00,0.00
0.00,0.00,36.36,0.00,22.73,34256463.64,0.00,369.32,0.00,0.00,0.00,0.00,0.00,18959272.73,0.00,0.00,0.00,0.00,109.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.73,0.00
21145218.18,0.00,0.00,309.09,4.55,290.91,281.82,0.00,34962909.09,0.00,0.00,0.00,0.00,0.00,21144454.55,272.73,0.00,0.00,0.00,109.09,0.00,0.00,0.00,272.73,0.00,0.00,0.00,72.73
77.27,19666800.00,0.00,0.00,36.36,0.00,18.18,34963245.45,0.00,34963278.41,96.59,0.00,96.59,0.00,0.00,19666636.36,0.00,0.00,0.00,0.00,109.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,345.45,19666800.00,0.00,0.00,36.36,0.00,18.18,34963522.73,0.00,34962909.09,272.73,0.00,272.73,0.00,0.00,19666636.36,0.00,0.00,0.00,0.00,109.09,0.00,0.00,272.73,0.00,0.00,0.00
0.00,0.00,72.73,19666800.00,0.00,0.00,36.36,0.00,22.73,34963245.45,0.00,34963278.41,0.00,0.00,0.00,0.00,0.00,19666636.36,0.00,0.00,0.00,0.00,109.09,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,345.45,19666800.00,0.00,0.00,36.36,4.55,290.91,34963518.18,0.00,34962909.09,0.00,0.00,272.73,0.00,0.00,19666636.36,0.00,0.00,0.00,0.00,109.09,0.00,272.73,0.00,0.00
4.55,0.00,0.00,0.00,72.73,19666800.00,0.00,0.00,36.36,0.00,18.18,34963245.45,0.00,34963278.41,96.59,0.00,0.00,0.00,0.00,19666636.36,0.00,0.00,0.00,0.00,109.09,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,345.45,18960018.18,0.00,0.00,309.09,0.00,18.18,34963522.73,0.00,0.00,272.73,0.00,0.00,0.00,0.00,18959272.73,0.00,0.00,0.00,0.00,109.09,272.73,0.00
0.00,0.00,0.00,0.00,0.00,0.00,72.73,21145218.18,0.00,0.00,36.36,0.00,22.73,9.09,0.00,34963278.41,0.00,0.00,0.00,0.00,0.00,21144454.55,0.00,0.00,0.00,0.00,109.09,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,345.45,19666800.00,0.00,0.00,309.09,4.55,290.91,34963518.18,0.00,34962909.09,0.00,0.00,0.00,0.00,0.00,19666636.36,0.00,0.00,0.00,0.00,381.82
113.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.73,19666800.00,0.00,0.00,36.36,0.00,18.18,34963245.45,0.00,34963278.41,96.59,0.00,96.59,0.00,0.00,19666636.36,96.59,0.00,0.00,0.00
0.00,381.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.73,19666800.00,0.00,0.00,36.36,0.00,18.18,34963522.73,0.00,34962909.09,272.73,0.00,272.73,0.00,0.00,19666909.09,0.00,0.00,0.00
0.00,0.00,109.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.73,19666800.00,0.00,0.00,36.36,0.00,22.73,34963245.45,0.00,34963278.41,0.00,0.00,0.00,0.00,0.00,19666636.36,0.00,0.00
0.00,0.00,0.00,381.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.73,19666800.00,0.00,0.00,36.36,4.55,290.91,34963518.18,0.00,34962909.09,0.00,0.00,272.73,0.00,272.73,19666636.36,0.00
0.00,0.00,0.00,0.00,109.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.73,18960018.18,0.00,0.00,40.91,0.00,18.18,34963245.45,0.00,369.32,96.59,0.00,0.00,0.00,0.00,18959272.73
0.00,0.00,0.00,0.00,0.00,381.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.73,21145218.18,0.00,0.00,309.09,0.00,18.18,286.36,0.00,34255545.45,272.73,0.00,0.00,272.73,0.00
0.00,0.00,0.00,0.00,0.00,0.00,109.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.73,19666800.00,0.00,0.00,36.36,0.00,22.73,34256463.64,0.00,34255914.77,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,381.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.73,19666800.00,0.00,0.00,309.09,4.55,290.91,34256736.36,0.00,34255545.45,0.00,0.00,272.73
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.09,272.73,0.00,0.00,0.00,0.00,0.00,0.00,77.27,19667072.73,0.00,0.00,36.36,0.00,18.18,34256463.64,0.00,34255914.77,369.32,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.09,0.00,272.73,0.00,0.00,0.00,0.00,0.00,72.73,19666800.00,272.73,0.00,36.36,0.00,18.18,34256740.91,0.00,34255545.45,272.73
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.09,0.00,0.00,272.73,0.00,0.00,0.00,0.00,72.73,19666800.00,0.00,272.73,36.36,0.00,295.45,34256463.64,0.00,34255914.77
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.09,0.00,0.00,0.00,272.73,0.00,0.00,0.00,72.73,18960018.18,0.00,0.00,309.09,4.55,290.91,34256736.36,0.00
